epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.0377093181014061,0.12095921486616135,0.05176283046603203,0.15658554434776306
1,0.0010000000474974513,0.025926442816853523,0.0904049426317215,0.029108017683029175,0.1064012423157692
2,0.0010000000474974513,0.022972645238041878,0.08365416526794434,0.025567520409822464,0.08871357142925262
3,0.0010000000474974513,0.021523913368582726,0.0810181125998497,0.023455973714590073,0.08197236061096191
4,0.0010000000474974513,0.01982392556965351,0.07601482421159744,0.02873489260673523,0.09912259876728058
5,0.0010000000474974513,0.017889637500047684,0.07042987644672394,0.03658292442560196,0.12898889183998108
6,0.0010000000474974513,0.018184063956141472,0.0717320367693901,0.037634726613759995,0.13465483486652374
7,0.0010000000474974513,0.017490500584244728,0.07175405323505402,0.024763839319348335,0.08888603001832962
8,0.0010000000474974513,0.017070811241865158,0.06866085529327393,0.02074802853167057,0.07597721368074417
9,0.0010000000474974513,0.017333922907710075,0.0679054707288742,0.025845160707831383,0.09472651779651642
10,0.0010000000474974513,0.015884362161159515,0.06521149724721909,0.02745213732123375,0.10310284793376923
11,0.0010000000474974513,0.015420353971421719,0.06591522693634033,0.031066829338669777,0.11579485982656479
12,0.0010000000474974513,0.015286561101675034,0.06778516620397568,0.027370963245630264,0.10368511825799942
13,0.0010000000474974513,0.015277519822120667,0.06636399030685425,0.02765285037457943,0.10683351755142212
14,0.0010000000474974513,0.014805012382566929,0.06496846675872803,0.01961330696940422,0.07653901726007462
15,0.0010000000474974513,0.012812822125852108,0.05868358537554741,0.018582599237561226,0.07333824038505554
16,0.0010000000474974513,0.01346211414784193,0.06108031049370766,0.01956375315785408,0.0769168883562088
17,0.0010000000474974513,0.013333463110029697,0.060631413012742996,0.025981897488236427,0.1047067791223526
18,0.0010000000474974513,0.013794816099107265,0.06134669855237007,0.020342130213975906,0.08454984426498413
19,0.0010000000474974513,0.011539634317159653,0.05719411000609398,0.018569812178611755,0.0763089507818222
20,0.0010000000474974513,0.011979549191892147,0.0576561875641346,0.02579760178923607,0.1081942468881607
21,0.0010000000474974513,0.01139883417636156,0.05396658182144165,0.02844170294702053,0.11620251834392548
22,0.0010000000474974513,0.011895423755049706,0.05653497949242592,0.01831699162721634,0.07749255001544952
23,0.0010000000474974513,0.011829366907477379,0.059000320732593536,0.029323726892471313,0.12103468179702759
24,0.0010000000474974513,0.010740754194557667,0.05533548817038536,0.029300937429070473,0.12187232822179794
25,0.0010000000474974513,0.010221317410469055,0.051974985748529434,0.022988317534327507,0.10047312825918198
26,0.0010000000474974513,0.011291617527604103,0.05647772550582886,0.01991218701004982,0.08926256000995636
27,0.0010000000474974513,0.010259928181767464,0.05354774743318558,0.022722985595464706,0.10168713331222534
28,0.0010000000474974513,0.009999522008001804,0.05405968800187111,0.020176943391561508,0.0921354666352272
29,0.0010000000474974513,0.010342556051909924,0.05591460317373276,0.01783973164856434,0.0826321467757225
30,0.0010000000474974513,0.009129408746957779,0.05118180438876152,0.01630479097366333,0.07444804906845093
31,0.0010000000474974513,0.009436529129743576,0.05389230325818062,0.016780903562903404,0.07917554676532745
32,0.0010000000474974513,0.010295082814991474,0.05629247426986694,0.02530522085726261,0.1135481595993042
33,0.0010000000474974513,0.009665915742516518,0.05341552197933197,0.021381180733442307,0.09858597815036774
34,0.0010000000474974513,0.009765037335455418,0.055326804518699646,0.020864784717559814,0.09809383004903793
35,0.0010000000474974513,0.009557323530316353,0.05237254872918129,0.02604064904153347,0.11749819666147232
36,0.0010000000474974513,0.00949511956423521,0.054997798055410385,0.019589560106396675,0.09426857531070709
37,0.0010000000474974513,0.008516005240380764,0.0503234900534153,0.01904921978712082,0.09094748646020889
38,0.0010000000474974513,0.008720352314412594,0.05203867331147194,0.0238405279815197,0.11101186275482178
39,0.0010000000474974513,0.009014756418764591,0.05106866732239723,0.029340559616684914,0.12907876074314117
40,0.0010000000474974513,0.009669521823525429,0.05678447335958481,0.018026353791356087,0.08811454474925995
41,0.0005000000237487257,0.00856710597872734,0.050647884607315063,0.014690451323986053,0.07700306177139282
42,0.0005000000237487257,0.008217028342187405,0.04687265306711197,0.01615346595644951,0.07915747165679932
43,0.0005000000237487257,0.008102070540189743,0.04933716356754303,0.014322059229016304,0.06994785368442535
44,0.0005000000237487257,0.00822034664452076,0.04811040684580803,0.014155542477965355,0.07020142674446106
45,0.0005000000237487257,0.007604535203427076,0.04595712199807167,0.014978298917412758,0.07387284934520721
46,0.0005000000237487257,0.007616573944687843,0.04655240476131439,0.01406368613243103,0.07133610546588898
47,0.0005000000237487257,0.007756833452731371,0.04820108413696289,0.016356036067008972,0.08100332319736481
48,0.0005000000237487257,0.00820146780461073,0.047819409519433975,0.013933094218373299,0.07061661779880524
49,0.0005000000237487257,0.007981684058904648,0.04957955330610275,0.014303760603070259,0.0712539330124855
50,0.0005000000237487257,0.007131070364266634,0.04314601793885231,0.013473136350512505,0.07262396812438965
51,0.0005000000237487257,0.007723607122898102,0.050479862838983536,0.016306044533848763,0.08336137235164642
52,0.0005000000237487257,0.008146751672029495,0.04935706406831741,0.02343345619738102,0.11098142713308334
53,0.0005000000237487257,0.007716401945799589,0.04811500385403633,0.01361654233187437,0.07688909024000168
54,0.0005000000237487257,0.0073027824983000755,0.04662799835205078,0.014376835897564888,0.08403989672660828
55,0.0005000000237487257,0.007910355925559998,0.049980223178863525,0.014519589021801949,0.07476268708705902
56,0.0005000000237487257,0.006914395838975906,0.04344720393419266,0.014902065508067608,0.07681207358837128
57,0.0005000000237487257,0.00801959726959467,0.048112981021404266,0.01326830219477415,0.0733432024717331
58,0.0005000000237487257,0.007380038499832153,0.04721624776721001,0.01338473241776228,0.07152204215526581
59,0.0005000000237487257,0.0068097240291535854,0.04482496157288551,0.013430324383080006,0.07000579684972763
60,0.0005000000237487257,0.007529290392994881,0.04639067500829697,0.01331581361591816,0.07135852426290512
61,0.0005000000237487257,0.006994952447712421,0.04614633694291115,0.014899613335728645,0.0779419094324112
62,0.0005000000237487257,0.0068000671453773975,0.04519582912325859,0.012772828340530396,0.0728260725736618
63,0.0005000000237487257,0.007367830723524094,0.047219857573509216,0.01476189773529768,0.08721131831407547
64,0.0005000000237487257,0.006937489844858646,0.04579892009496689,0.012873416766524315,0.07595957815647125
65,0.0005000000237487257,0.00636751763522625,0.04262900725007057,0.012560402974486351,0.07046813517808914
66,0.0005000000237487257,0.00728492671623826,0.046787310391664505,0.012668229639530182,0.07216235250234604
67,0.0005000000237487257,0.007364494726061821,0.045921798795461655,0.01289999671280384,0.07096140831708908
68,0.0005000000237487257,0.006979924160987139,0.04469509422779083,0.012632675468921661,0.07485423237085342
69,0.0005000000237487257,0.0073346225544810295,0.04882240667939186,0.0125656109303236,0.0719965323805809
70,0.0005000000237487257,0.0066996291279792786,0.04511630907654762,0.012820747680962086,0.07519595324993134
71,0.0005000000237487257,0.00675457576289773,0.04569483920931816,0.016542088240385056,0.09724786132574081
72,0.0005000000237487257,0.007489356677979231,0.04948034882545471,0.01236615888774395,0.07058437168598175
73,0.0005000000237487257,0.006474377121776342,0.04392891004681587,0.012649556621909142,0.07209954410791397
74,0.0005000000237487257,0.00620007049292326,0.043255001306533813,0.012950202450156212,0.07488074898719788
75,0.0005000000237487257,0.006799735128879547,0.04641147702932358,0.013030069880187511,0.07484088838100433
76,0.0005000000237487257,0.0067864228039979935,0.046876270323991776,0.012616152875125408,0.074996218085289
77,0.0005000000237487257,0.006882836576551199,0.04452170804142952,0.012186923064291477,0.07115717977285385
78,0.0005000000237487257,0.006864603143185377,0.04517018422484398,0.012499279342591763,0.07289059460163116
79,0.0005000000237487257,0.006354989018291235,0.04461062699556351,0.01233655121177435,0.07505663484334946
80,0.0005000000237487257,0.006450611632317305,0.04393640160560608,0.012156128883361816,0.07202326506376266
81,0.0005000000237487257,0.006651841104030609,0.046456970274448395,0.012372930534183979,0.07273264974355698
82,0.0005000000237487257,0.006376848090440035,0.043717529624700546,0.013084052130579948,0.07707591354846954
83,0.0005000000237487257,0.006656470708549023,0.04571272060275078,0.01312584150582552,0.07839757949113846
84,0.0005000000237487257,0.006722109857946634,0.0437215156853199,0.016757111996412277,0.09916497766971588
85,0.0005000000237487257,0.006608213763684034,0.04444511607289314,0.012442884035408497,0.07017670571804047
86,0.0005000000237487257,0.006173725705593824,0.043813589960336685,0.012922367081046104,0.07514540106058121
87,0.0005000000237487257,0.006058556493371725,0.04326259717345238,0.012345201335847378,0.07527481019496918
88,0.0002500000118743628,0.00724836764857173,0.04881925508379936,0.012774874456226826,0.07493538409471512
89,0.0002500000118743628,0.006493514869362116,0.04526623338460922,0.01249258778989315,0.07391233742237091
90,0.0002500000118743628,0.006435147020965815,0.04403282701969147,0.012573041021823883,0.07424528896808624
91,0.0002500000118743628,0.005829677917063236,0.03992375731468201,0.012289108708500862,0.07199472934007645
92,0.0002500000118743628,0.005837658885866404,0.0413220189511776,0.012408466078341007,0.07299967855215073
93,0.0002500000118743628,0.0058352211490273476,0.04102135822176933,0.012524120509624481,0.07352127134799957
94,0.0002500000118743628,0.00603154581040144,0.04128670692443848,0.01240001805126667,0.07174823433160782
95,0.0002500000118743628,0.0054740309715271,0.039710208773612976,0.012516578659415245,0.073566734790802
96,0.0002500000118743628,0.005872800480574369,0.042440470308065414,0.012099755927920341,0.07210443913936615
97,0.0002500000118743628,0.005604134872555733,0.04064701497554779,0.012077899649739265,0.07197119295597076
98,0.0002500000118743628,0.0059661539271473885,0.041845161467790604,0.01257703173905611,0.07620169222354889
99,0.0002500000118743628,0.0059256223030388355,0.04199086129665375,0.013076184317469597,0.07731226831674576
100,0.0002500000118743628,0.005538619589060545,0.041334278881549835,0.012236022390425205,0.07511991262435913
101,0.0002500000118743628,0.006017500068992376,0.0423864983022213,0.012236853130161762,0.07595039159059525
102,0.0002500000118743628,0.005953585729002953,0.04092251881957054,0.01221433375030756,0.07580264657735825
103,0.0002500000118743628,0.0055955261923372746,0.040894657373428345,0.012062830850481987,0.07505293190479279
104,0.0002500000118743628,0.005849555600434542,0.04279377683997154,0.012249836698174477,0.07498468458652496
105,0.0002500000118743628,0.005576100666075945,0.03999956324696541,0.012143312953412533,0.07497568428516388
106,0.0002500000118743628,0.005532287526875734,0.03973706066608429,0.01206864882260561,0.07444868981838226
107,0.0002500000118743628,0.005316694267094135,0.039351556450128555,0.012249779887497425,0.07459637522697449
108,0.0001250000059371814,0.005240900442004204,0.037121836096048355,0.012291090562939644,0.07517564296722412
109,0.0001250000059371814,0.0059431991539895535,0.04217894747853279,0.012205978855490685,0.07466918975114822
110,0.0001250000059371814,0.005821851082146168,0.04282896965742111,0.01225714199244976,0.07626481354236603
111,0.0001250000059371814,0.0054512666538357735,0.04071687534451485,0.011775842867791653,0.07450233399868011
112,0.0001250000059371814,0.005386834964156151,0.038953233510255814,0.011738333851099014,0.07418520748615265
113,0.0001250000059371814,0.005837156902998686,0.04216062277555466,0.011948175728321075,0.07480321079492569
114,0.0001250000059371814,0.005560767836868763,0.04074738174676895,0.012536488473415375,0.07652667164802551
115,0.0001250000059371814,0.005736003629863262,0.04450196027755737,0.01243666373193264,0.07668079435825348
116,0.0001250000059371814,0.005368249490857124,0.039840731769800186,0.01268753595650196,0.07666432857513428
117,0.0001250000059371814,0.005179291591048241,0.03806598111987114,0.012638312764465809,0.07739061862230301
118,0.0001250000059371814,0.00567445857450366,0.03991179168224335,0.012242592871189117,0.07683920860290527
119,0.0001250000059371814,0.005624876823276281,0.041111093014478683,0.012077621184289455,0.07642259448766708
120,0.0001250000059371814,0.005320722237229347,0.038563963025808334,0.01210305280983448,0.07616845518350601
121,0.0001250000059371814,0.005677390843629837,0.040157683193683624,0.012238612398505211,0.07603290677070618
122,6.25000029685907e-05,0.005225345026701689,0.038622353225946426,0.012635467574000359,0.07650985568761826
123,6.25000029685907e-05,0.005629511550068855,0.041357364505529404,0.0123786311596632,0.0765945091843605
124,6.25000029685907e-05,0.005214675795286894,0.03827594593167305,0.012719975784420967,0.07735083997249603
125,6.25000029685907e-05,0.005972146522253752,0.04288613423705101,0.01237026322633028,0.07740616798400879
126,6.25000029685907e-05,0.005144757684320211,0.03947080299258232,0.012305444106459618,0.07737477123737335
127,6.25000029685907e-05,0.005495910067111254,0.03913208097219467,0.012238440103828907,0.07676876336336136
128,6.25000029685907e-05,0.005359214264899492,0.03920290991663933,0.012141929939389229,0.07650737464427948
129,6.25000029685907e-05,0.0055200206115841866,0.04108748584985733,0.012153131887316704,0.07638644427061081
130,6.25000029685907e-05,0.00530619639903307,0.03752564266324043,0.012093020603060722,0.0762992799282074
131,6.25000029685907e-05,0.005464792717248201,0.03991780802607536,0.012100297957658768,0.0767136737704277
132,3.125000148429535e-05,0.005266241729259491,0.0390780083835125,0.011937014758586884,0.07589694112539291
